class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9904865622520447,250,50,484,336
6,username_input,0.9717149138450623,272,142,459,175
0,login_button,0.9572858810424805,273,237,457,270
4,title_text,0.9570488929748535,335,88,396,115
3,success_alert,0.9469687342643738,272,279,457,313
2,password_input,0.8830069899559021,271,198,459,231
