class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9908768534660339,251,50,485,336
3,success_alert,0.974983274936676,273,279,459,313
6,username_input,0.9743674397468567,273,142,459,176
0,login_button,0.9578448534011841,274,237,458,271
4,title_text,0.955777645111084,336,88,396,115
2,password_input,0.8436614274978638,272,198,460,231
